2022-12-28,16:09:02,Enter ID,Free text,None,1,1,4,2,2022_12_28-16_08_20.xml,None,80,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",True,,0.18181818181818182,0.198611111111111,0.03649999999999984,0.36363636363636365,0.0,0.5819545454545453,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:12:51,30,Free text,Calibration,2,1,6,2,2022_12_28-16_12_36.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.21052631578947367,0.07161124999999988,0.14183605263157914,0.21052631578947367,0.0,0.5628886842105265,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:13:19,30,Free text,Calibration,2,2,4,3,2022_12_28-16_12_36.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.3157894736842105,0.0896326388888889,0.11567815789473676,0.3684210526315789,0.0,0.7998886842105262,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:13:51,30,Free text,Calibration,2,3,4,3,2022_12_28-16_12_36.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.3684210526315789,0.10313888888888886,0.20022236842105257,0.10526315789473684,0.0,0.6739065789473683,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:16:23,30,Free text,Calibration,3,1,2,3,2022_12_28-16_16_11.xml,None,100,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.12,0.23375000000000007,0.13368000000000047,0.16,0.0,0.4136800000000005,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:17:01,30,Free text,Calibration,3,2,2,5,2022_12_28-16_16_11.xml,None,100,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.24,0.14638888888888907,0.04700000000000006,0.0,0.0,0.28700000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:17:44,30,Free text,Calibration,3,3,1,5,2022_12_28-16_16_11.xml,None,100,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.0,0.16477777777777777,0.10680000000000041,0.0,0.0,0.10680000000000041,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:20:12,30,Free text,Calibration,4,1,4,1,2022_12_28-16_20_05.xml,None,133,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.375,0.14552911111111103,0.3854920624999997,0.0,0.1875,0.9479920624999997,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:20:43,30,Free text,Calibration,4,2,2,3,2022_12_28-16_20_05.xml,None,133,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.1875,0.11401455555555562,0.08592262499999978,0.125,0.0,0.3984226249999998,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:21:15,30,Free text,Calibration,4,3,1,4,2022_12_28-16_20_05.xml,None,133,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.0625,0.10378483333333334,0.10477281250000012,0.0,0.0,0.16727281250000012,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:23:56,30,Free text,Practice,5,1,2,3,2022_12_28-16_23_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.5454545454545454,0.14600000000000016,0.2046818181818182,0.0,0.045454545454545456,0.795590909090909,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:24:22,30,Free text,Practice,5,2,2,1,2022_12_28-16_23_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.5909090909090909,0.11416666666666692,0.035909090909091175,0.13636363636363635,0.0,0.7631818181818185,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:24:50,30,Free text,Practice,5,3,2,2,2022_12_28-16_23_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.3181818181818182,0.12544444444444455,0.08654545454545458,0.045454545454545456,0.0,0.45018181818181824,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:25:17,30,Free text,Practice,5,4,1,3,2022_12_28-16_23_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.45454545454545453,0.13780555555555565,0.11136363636363625,0.045454545454545456,0.09090909090909091,0.7022727272727272,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:26:02,30,Free text,Practice,5,5,3,2,2022_12_28-16_23_49.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.18181818181818182,0.15591666666666681,0.07040909090909095,0.22727272727272727,0.0,0.47950000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-28,16:26:36,30,Free text,Test,6,1,3,4,2022_12_28-16_26_31.xml,None,150,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.THREE_NOTES: 4>, [0.5, 0.25], 'right')",True,,0.09090909090909091,0.15858333333333344,0.05704545454545456,0.0,0.045454545454545456,0.19340909090909092,0.0,0.0,0.0,0.0,0.0,0.0
