2022-08-08,14:56:16,Enter ID,Free text,Calibration,5,1,2,5,2022_08_08-14_54_58.xml,None,80,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.TWO_NOTES: 3>, [0.25], 'right')",,0.045454545454545456,0.13497222222222233,0.05045454545454571,0.13636363636363635,0.0,0.36724494949494985,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,14:58:56,Enter ID,Free text,Calibration,7,1,2,5,2022_08_08-14_58_43.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.07753097222222219,0.026064375000000122,0.0,0.0,0.10359534722222231,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,14:59:56,Enter ID,Free text,Calibration,7,2,1,6,2022_08_08-14_58_43.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.08333333333333333,0.08247236111111114,0.07972187500000001,0.0,0.0,0.24552756944444448,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:00:23,Enter ID,Free text,Calibration,7,3,1,6,2022_08_08-14_58_43.xml,None,166,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.07017291666666653,0.02174979166666663,0.0,0.0,0.09192270833333316,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:01:34,Enter ID,Free text,Calibration,8,1,2,6,2022_08_08-15_01_27.xml,None,232,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.052554444444444536,0.018233333333333695,0.0,0.0,0.07078777777777823,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:01:54,Enter ID,Free text,Calibration,8,2,2,6,2022_08_08-15_01_27.xml,None,232,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.04586000000000001,0.015974285714285646,0.0,0.0,0.06183428571428566,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:02:28,Enter ID,Free text,Calibration,8,3,2,1,2022_08_08-15_01_27.xml,None,232,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.23809523809523808,0.029172222222222228,0.0220361904761905,0.47619047619047616,0.0,0.7654941269841269,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:03:37,Enter ID,Free text,Calibration,10,1,2,5,2022_08_08-15_03_32.xml,None,265,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.04809749999999993,0.015881086956521847,0.0,0.0,0.06397858695652178,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:04:01,Enter ID,Free text,Calibration,10,2,2,5,2022_08_08-15_03_32.xml,None,265,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.03994027777777768,0.013780217391304238,0.0,0.0,0.053720495169081915,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:04:25,Enter ID,Free text,Calibration,10,3,2,5,2022_08_08-15_03_32.xml,None,265,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.0,0.037268888888888824,0.01109934782608687,0.0,0.0,0.04836823671497569,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,15:21:10,Enter ID,Free text,Practice,18,1,1,7,2022_08_08-15_20_58.xml,None,224,8,"(<NoteRangePerHand.ONE_NOTE: 2>, <NoteRangePerHand.C_TO_G: 6>, [0.25], 'right')",,0.16666666666666666,0.018904749999999932,0.008523722222222356,0.2222222222222222,0.0,0.4163173611111112,0.0,0.0,0.0,0.0,0.0,0.0
