trial_no,timestamp,pitch,note_hold_time,timing,n_missing_notes,n_extra_notes,Summed
1,2022_08_17-16_41_19,0.32,0.33519444444444524,0.32684000000000085,0.08,0.08,0.8068400000000008
2,2022_08_17-16_42_19,0.2,0.2902222222222226,0.3125600000000005,0.0,0.04,0.5525600000000006
3,2022_08_17-16_43_15,0.12,0.3411388888888895,0.3420400000000005,0.0,0.0,0.4620400000000005
4,2022_08_17-16_44_09,0.0,0.32102777777777824,0.2970000000000007,0.0,0.0,0.2970000000000007
5,2022_08_17-16_45_01,0.0,0.330416666666667,0.35408000000000056,0.0,0.0,0.35408000000000056
6,2022_08_17-16_45_58,0.16,0.2895555555555556,0.3608400000000006,0.0,0.0,0.5208400000000006
7,2022_08_17-16_46_53,0.12,0.12161111111111077,0.04303999999999977,0.0,0.0,0.16303999999999977
