trial_no,timestamp,pitch,note_hold_time,timing,n_missing_notes,n_extra_notes,Summed
1,2022_08_17-16_49_44,0.0,0.2133055555555556,0.12375000000000021,0.0,0.0,0.12375000000000021
2,2022_08_17-16_50_48,0.35,0.4293611111111113,0.8552500000000001,0.0,0.35,1.55525
3,2022_08_17-16_51_51,0.0,0.16380555555555568,0.12075000000000044,0.0,0.0,0.12075000000000044
4,2022_08_17-16_52_53,0.0,0.09727777777777767,0.057299999999999726,0.0,0.05,0.10729999999999973
5,2022_08_17-16_54_04,0.0,0.1299444444444443,0.05505000000000084,0.0,0.0,0.05505000000000084
