trial_no,timestamp,pitch,note_hold_time,timing,n_missing_notes,n_extra_notes,Summed
1,2022_08_17-16_07_55,0.38095238095238093,0.1571944444444446,0.02142857142857131,0.0,0.0,0.40238095238095223
2,2022_08_17-16_08_37,0.38095238095238093,0.1413055555555556,0.045571428571428436,0.19047619047619047,0.0,0.6169999999999998
3,2022_08_17-16_09_47,0.5714285714285714,0.13352777777777802,0.09342857142857125,0.2857142857142857,0.0,0.9505714285714283
4,2022_08_17-16_10_32,0.3333333333333333,0.23111111111111127,0.14028571428571374,0.0,0.0,0.47361904761904705
